,book_imbalance,mid_vwap,timestamp
0,391.7754739522934,38081711.69384344,2022-06-07 10:41:55.859509
0,1938.8426562696695,38082757.00442968,2022-06-07 10:41:57.067042
0,980.6555203273892,38087105.9568803,2022-06-07 10:41:58.296970
0,-616.9763844907284,38090182.43900125,2022-06-07 10:41:59.564855
0,-592.4237620159984,38096458.56572515,2022-06-07 10:42:01.014254
0,279.5567701011896,38100007.72851448,2022-06-07 10:42:02.247657
0,279.5567701011896,38100007.72851448,2022-06-07 10:42:03.583568
0,-688.9257830604911,38106407.55663012,2022-06-07 10:42:04.813460
0,-688.9257830604911,38106407.55663012,2022-06-07 10:42:06.014594
0,412.75770273804665,38098251.85119764,2022-06-07 10:42:07.202059
0,412.75770273804665,38098251.85119764,2022-06-07 10:42:08.437046
0,-4697.932455584407,38101786.34755865,2022-06-07 10:42:09.842714
0,-2222.389967404306,38096129.23334057,2022-06-07 10:42:11.162550
0,-2513.786387115717,38095732.77952811,2022-06-07 10:42:12.396559
0,-1455.5042648538947,38092537.80778112,2022-06-07 10:42:13.694814
0,413.3764102011919,38083492.46956672,2022-06-07 10:42:15.023675
0,44.363741502165794,38083316.740945116,2022-06-07 10:42:16.290588
0,-2181.832607075572,38085820.67103789,2022-06-07 10:42:17.483713
0,-1049.5347221121192,38084639.93977563,2022-06-07 10:42:18.797319
0,-1793.4369157850742,38089704.74473277,2022-06-07 10:42:20.240637
0,341.3873430415988,38092286.78356551,2022-06-07 10:42:21.646492
0,-82.31676959991455,38102496.10211226,2022-06-07 10:42:23.019117
0,-1911.8280389755964,38096822.83037956,2022-06-07 10:42:24.289782
0,-555.1828002333641,38086143.85739304,2022-06-07 10:42:25.519507
0,-617.4847813919187,38085796.11057907,2022-06-07 10:42:26.778123
0,-1793.877599351108,38078799.0715311,2022-06-07 10:42:28.091954
0,-2259.805994398892,38074401.2008017,2022-06-07 10:42:29.353484
0,-429.6245980411768,38073565.017105296,2022-06-07 10:42:30.660018
0,548.1100964769721,38075927.67330618,2022-06-07 10:42:32.000301
0,-1266.8779278248549,38077334.22485443,2022-06-07 10:42:33.360154
0,294.8958211541176,38077350.75541995,2022-06-07 10:42:34.815977
0,375.86496514827013,38078381.547821805,2022-06-07 10:42:36.193474
0,762.2680127173662,38079745.41912329,2022-06-07 10:42:37.426639
0,67.44637963175774,38078914.85181315,2022-06-07 10:42:38.644753
0,1192.6389833837748,38079286.15298821,2022-06-07 10:42:39.881541
0,-309.23064352571964,38078116.06477499,2022-06-07 10:42:41.036402
0,-1657.096683807671,38075069.172102995,2022-06-07 10:42:42.214450
0,875.9975296407938,38069535.9186527,2022-06-07 10:42:43.723188
0,1039.98480707407,38069694.697938204,2022-06-07 10:42:45.115359
0,697.6197413131595,38072618.52531967,2022-06-07 10:42:46.532424
0,697.6197413131595,38072618.52531967,2022-06-07 10:42:47.944928
0,756.5825397893786,38071254.99742934,2022-06-07 10:42:49.228629
0,756.5825397893786,38071254.99742934,2022-06-07 10:42:50.457938
0,-2115.9950637593865,38090300.40626726,2022-06-07 10:42:51.674570
0,-302.3537716716528,38085149.035437025,2022-06-07 10:42:52.888790
0,-1653.8588256835938,38088114.47006443,2022-06-07 10:42:54.178594
0,-1289.7506550252438,38101178.75092343,2022-06-07 10:42:55.431595
0,1231.6866662725806,38102010.116928294,2022-06-07 10:42:56.680202
0,800.252635255456,38103151.3660441,2022-06-07 10:42:57.916442
0,-1884.121663466096,38090672.71097615,2022-06-07 10:42:59.245096
0,-2981.3798478767276,38075040.00255312,2022-06-07 10:43:00.447447
0,1809.1012819856405,38073164.45614921,2022-06-07 10:43:01.700444
0,-1932.27019508183,38080726.35430866,2022-06-07 10:43:02.928699
0,366.7603945657611,38077465.80869047,2022-06-07 10:43:04.261084
0,442.3674862757325,38076556.50541623,2022-06-07 10:43:05.635753
0,-946.6151835173368,38072583.93830865,2022-06-07 10:43:06.806002
0,1356.6282809004188,38074304.40482551,2022-06-07 10:43:08.055527
0,-3529.20167440176,38089790.48800787,2022-06-07 10:43:09.308119
0,1283.892647355795,38099138.29282032,2022-06-07 10:43:10.605249
0,949.9433541223407,38096339.228783354,2022-06-07 10:43:12.231819
0,349.66676054149866,38104554.17649025,2022-06-07 10:43:13.458335
0,2662.3055336400867,38106772.077443734,2022-06-07 10:43:14.784726
0,2996.1421348005533,38107271.55744787,2022-06-07 10:43:15.988352
0,-256.188866995275,38096328.4726996,2022-06-07 10:43:17.373069
0,-295.57737248390913,38097658.64244853,2022-06-07 10:43:18.768595
0,221.36897107213736,38096070.60840468,2022-06-07 10:43:20.010424
0,2232.114107578993,38097557.337947905,2022-06-07 10:43:21.291103
0,2111.8430178537965,38099514.55578551,2022-06-07 10:43:22.541583
0,2111.8430178537965,38099514.55578551,2022-06-07 10:43:23.774184
0,495.60402615368366,38108836.008603394,2022-06-07 10:43:24.972587
0,498.65068256109953,38108834.347455315,2022-06-07 10:43:26.332660
0,-1930.6200409904122,38094105.88728769,2022-06-07 10:43:27.699726
0,-2328.353171683848,38096117.578332335,2022-06-07 10:43:29.114687
0,-1964.5637394711375,38101554.2651315,2022-06-07 10:43:30.499732
0,763.4641789421439,38088719.82697199,2022-06-07 10:43:31.689814
0,-192.05147065222263,38071525.1063218,2022-06-07 10:43:32.906095
0,-1765.5252695009112,38075876.90351668,2022-06-07 10:43:34.189130
0,-1765.5252695009112,38075876.90351668,2022-06-07 10:43:35.412829
0,-70.9206971898675,38077946.99395812,2022-06-07 10:43:36.719158
0,2275.465105250478,38061154.35988107,2022-06-07 10:43:37.978137
0,603.2211017757654,38052598.41121335,2022-06-07 10:43:39.134377
0,603.2211017757654,38052598.41121335,2022-06-07 10:43:40.356507
0,553.2423637956381,38055204.56096455,2022-06-07 10:43:41.552286
0,603.767189539969,38057643.40923642,2022-06-07 10:43:42.742685
0,-3028.680576838553,38055258.69861778,2022-06-07 10:43:43.949481
0,-3028.680576838553,38055258.69861778,2022-06-07 10:43:45.401581
0,-571.4122523516417,38056476.90483698,2022-06-07 10:43:46.844816
0,313.1951900944114,38061989.06079666,2022-06-07 10:43:48.255394
0,-44.501437306404114,38063071.611483574,2022-06-07 10:43:49.648703
0,331.46359779685736,38063251.938080534,2022-06-07 10:43:50.855062
0,291.7481380030513,38060168.66145952,2022-06-07 10:43:52.039929
0,331.46359779685736,38063251.938080534,2022-06-07 10:43:53.276737
0,462.7764047905803,38054159.07888256,2022-06-07 10:43:54.548325
0,822.2717064619064,38053272.20091307,2022-06-07 10:43:55.798329
0,822.2717064619064,38053272.20091307,2022-06-07 10:43:57.054200
0,1359.0799308940768,38053505.07124923,2022-06-07 10:43:58.495817
0,1140.8796404525638,38053183.03176175,2022-06-07 10:43:59.875862
0,-179.11501048505306,38055078.453728765,2022-06-07 10:44:01.081305
0,-513.9163144379854,38053261.4509694,2022-06-07 10:44:02.350301
0,-1084.2802350372076,38046511.375316374,2022-06-07 10:44:03.644144
0,682.4077036753297,38044514.93392961,2022-06-07 10:44:04.820246
0,-1150.8879094198346,38046000.51675992,2022-06-07 10:44:06.000189
0,-1677.9485538452864,38032625.63493786,2022-06-07 10:44:07.345059
0,300.0522329136729,38031817.09569235,2022-06-07 10:44:08.741739
0,-110.64615125209093,38029379.51647023,2022-06-07 10:44:09.952335
0,-246.22828471660614,38048071.41749492,2022-06-07 10:44:11.219763
0,334.66623697429895,38051149.42958249,2022-06-07 10:44:12.551884
0,3183.3498799428344,38063284.437398754,2022-06-07 10:44:13.787856
0,156.4059773683548,38064143.44723467,2022-06-07 10:44:14.967671
0,703.2523154318333,38062535.73377299,2022-06-07 10:44:16.214348
0,-932.7670896053314,38062177.6643611,2022-06-07 10:44:17.642235
0,174.56311390548944,38059740.35208711,2022-06-07 10:44:19.088272
0,174.56311390548944,38059740.35208711,2022-06-07 10:44:20.491380
0,-1927.7033265829086,38059440.72291172,2022-06-07 10:44:21.884889
0,0.5790927335619926,38049384.604071885,2022-06-07 10:44:23.115365
0,1317.0582115575671,38048935.26460774,2022-06-07 10:44:24.364204
0,429.47490191459656,38050440.387488306,2022-06-07 10:44:25.653665
0,-459.57780031114817,38052456.547388226,2022-06-07 10:44:27.005076
0,1647.2086705565453,38050805.567581676,2022-06-07 10:44:28.200549
0,1647.2086705565453,38050805.567581676,2022-06-07 10:44:29.393880
0,1016.3400744944811,38051072.32552865,2022-06-07 10:44:31.881472
0,1404.1910594552755,38047981.04941261,2022-06-07 10:44:33.066258
0,2374.6037510856986,38040916.670837335,2022-06-07 10:44:34.242842
0,1064.0949638560414,38042174.11158314,2022-06-07 10:44:35.473644
0,-1103.2423474788666,38042059.907398604,2022-06-07 10:44:36.764016
0,-24.40626823157072,38040919.38429127,2022-06-07 10:44:38.127020
0,-1112.5418209433556,38041697.05230943,2022-06-07 10:44:39.556727
0,-1267.1580275446177,38041977.37955539,2022-06-07 10:44:40.777180
0,-1314.448361121118,38041871.86961946,2022-06-07 10:44:42.048467
0,-34.44741939753294,38040772.93354063,2022-06-07 10:44:43.375091
0,418.83677165210247,38054371.095267765,2022-06-07 10:44:44.626194
0,1411.5521973967552,38056081.15202632,2022-06-07 10:44:45.961019
0,-639.6650942862034,38064017.09529084,2022-06-07 10:44:47.190017
0,-1083.2063078731298,38055999.631037146,2022-06-07 10:44:48.442152
0,-2647.1287918910384,38050697.588623665,2022-06-07 10:44:49.931834
0,-1532.0399714037776,38032989.38478434,2022-06-07 10:44:51.302557
0,-804.9271799698472,38025906.67333174,2022-06-07 10:44:52.703598
0,-876.7822584733367,38020554.640077055,2022-06-07 10:44:53.970689
0,-2149.3725013285875,38022130.72043177,2022-06-07 10:44:55.164174
0,-2197.9081255048513,38023614.84828834,2022-06-07 10:44:56.520623
0,-3125.4038075879216,38022083.199462555,2022-06-07 10:44:57.821745
0,-3125.4038075879216,38022083.199462555,2022-06-07 10:44:59.119715
0,-1154.5810933709145,38020199.141634226,2022-06-07 10:45:00.424252
0,-1700.125864751637,38022023.73161866,2022-06-07 10:45:01.668724
0,-361.6612276956439,38032347.27898201,2022-06-07 10:45:03.016797
0,1536.8431688174605,38029600.435284905,2022-06-07 10:45:04.247108
0,-1837.7860269248486,38024224.1095549,2022-06-07 10:45:05.495606
0,-1164.7654787823558,38019190.840693295,2022-06-07 10:45:06.711209
0,272.7317840754986,38010607.18946286,2022-06-07 10:45:07.993685
0,308.4091944620013,38005952.61181123,2022-06-07 10:45:09.311005
0,336.06656189262867,38003610.032323405,2022-06-07 10:45:10.623324
0,362.91762989014387,38003365.99672331,2022-06-07 10:45:11.898089
0,-198.88139174878597,38002327.85175538,2022-06-07 10:45:13.253902
0,51.638651579618454,38000971.943296045,2022-06-07 10:45:14.733054
0,-1029.5170632600784,38002103.91617197,2022-06-07 10:45:15.975264
0,-707.5345544815063,38001613.192861125,2022-06-07 10:45:17.289709
0,-645.0783052667975,38001627.56216268,2022-06-07 10:45:18.580860
0,816.5353866368532,38010860.07981935,2022-06-07 10:45:19.852124
0,50.41400892287493,38007902.95357722,2022-06-07 10:45:21.050238
0,-529.2808203399181,38006115.06329624,2022-06-07 10:45:22.428630
0,-1710.97500462085,38004046.426265836,2022-06-07 10:45:23.670908
0,-143.23097923398018,38001498.969563805,2022-06-07 10:45:25.126133
0,-257.5713668912649,38001673.04827686,2022-06-07 10:45:26.575753
0,-257.5713668912649,38001673.04827686,2022-06-07 10:45:27.934265
0,-793.0821669325233,37998653.58436494,2022-06-07 10:45:29.187376
0,-793.0821669325233,37998653.58436494,2022-06-07 10:45:30.392724
0,-1811.8314908966422,37999346.34046613,2022-06-07 10:45:31.663791
0,-1463.227341733873,37989154.186527535,2022-06-07 10:45:32.944020
0,-2705.487687021494,37987593.97144347,2022-06-07 10:45:34.334864
0,-2552.4422130286694,37988686.95215571,2022-06-07 10:45:35.652807
0,-2552.4422130286694,37988686.95215571,2022-06-07 10:45:36.927524
0,-918.7798047438264,37995550.39048868,2022-06-07 10:45:38.343657
0,-620.4370618090034,38005702.646124035,2022-06-07 10:45:39.673664
0,1762.674766227603,38006408.604237095,2022-06-07 10:45:40.922758
0,31.386215686798096,38009967.90912848,2022-06-07 10:45:42.135628
0,-1413.6251016706228,38009298.21997346,2022-06-07 10:45:43.401458
0,31.386215686798096,38009967.90912848,2022-06-07 10:45:44.665703
0,-3690.588954463601,37998016.166653745,2022-06-07 10:45:46.050796
0,-1024.8662073537707,37995753.95066424,2022-06-07 10:45:47.433512
0,-1234.216467127204,37995309.2571829,2022-06-07 10:45:48.740694
0,-2629.06600240618,37994195.4464754,2022-06-07 10:45:50.066011
0,-2155.411048911512,37995240.44559458,2022-06-07 10:45:51.484485
0,-6562.669310040772,37994407.884138055,2022-06-07 10:45:52.885096
0,-3179.3093011155725,37985229.806039706,2022-06-07 10:45:54.099068
0,-216.72087943553925,37980354.20427849,2022-06-07 10:45:55.448767
0,-1821.6364459246397,37981779.74231486,2022-06-07 10:45:56.657947
0,-67.49499586969614,37983151.55671688,2022-06-07 10:45:57.921792
0,-414.33016987144947,37980581.79726906,2022-06-07 10:45:59.145909
0,-422.56570010632277,37980627.50028552,2022-06-07 10:46:00.375860
0,625.6820970401168,37987495.32824246,2022-06-07 10:46:01.751768
0,72.88583590835333,37993957.258935705,2022-06-07 10:46:03.271572
0,299.83979684859514,37994019.63993454,2022-06-07 10:46:04.680769
0,-2855.1665366888046,38004658.49182097,2022-06-07 10:46:06.088760
0,-565.2572533264756,38008952.716662124,2022-06-07 10:46:07.330317
0,-2888.8091734424233,38007426.09956126,2022-06-07 10:46:08.639396
0,-3707.3524081483483,38007148.01870492,2022-06-07 10:46:09.917713
0,-4353.857563234866,38021750.5314541,2022-06-07 10:46:11.251548
0,1538.863786160946,38012829.48567532,2022-06-07 10:46:12.476699
0,1984.2850688546896,38012641.83999488,2022-06-07 10:46:13.655725
0,-3.1292627677321434,38013018.79694386,2022-06-07 10:46:15.080920
0,1122.383159905672,38013747.90880571,2022-06-07 10:46:16.451889
0,-248.87276013195515,38003213.92457487,2022-06-07 10:46:17.648443
0,-1516.8865978047252,37994744.721433446,2022-06-07 10:46:19.011659
0,-679.8058080151677,37996395.059581265,2022-06-07 10:46:20.280660
0,-679.8058080151677,37996395.059581265,2022-06-07 10:46:21.535396
0,-5.483800671994686,37997044.09906867,2022-06-07 10:46:22.769875
0,-301.7412597090006,37997291.554638535,2022-06-07 10:46:24.065155
0,607.0399323180318,37996271.79176447,2022-06-07 10:46:25.345494
0,-815.1992301940918,37986705.76356205,2022-06-07 10:46:26.749309
0,-3288.548972249031,37980892.46397962,2022-06-07 10:46:28.218362
0,-1472.7865035384893,37979762.825982764,2022-06-07 10:46:29.653221
0,1432.156528711319,37991720.01517123,2022-06-07 10:46:31.997803
0,-2455.488515160978,37995323.68032539,2022-06-07 10:46:33.293210
0,235.78541787713766,37990455.61658929,2022-06-07 10:46:34.510105
0,-624.964737854898,37991285.56471008,2022-06-07 10:46:35.695170
0,-733.3126599192619,37990758.26527999,2022-06-07 10:46:37.067166
0,-733.3126599192619,37990758.26527999,2022-06-07 10:46:38.575925
0,714.5870262533426,37990309.97664394,2022-06-07 10:46:40.174522
0,-902.9865407720208,37995667.16141617,2022-06-07 10:46:41.476521
0,366.5761152356863,37991186.77452912,2022-06-07 10:46:42.948965
0,-1300.7854603081942,37995926.53089831,2022-06-07 10:46:44.153127
0,-618.18210131675,37995406.11202748,2022-06-07 10:46:45.319195
0,-286.79823072999716,37993670.29884194,2022-06-07 10:46:46.518502
0,-377.65108569711447,37992827.72133346,2022-06-07 10:46:47.813651
0,-1146.5547452494502,37992230.91732693,2022-06-07 10:46:49.138228
0,-85.44017100334167,37992275.85459389,2022-06-07 10:46:50.371472
0,610.2018581107259,37992965.49665104,2022-06-07 10:46:51.746462
0,-748.5199861079454,37994001.81197849,2022-06-07 10:46:53.179378
0,286.469955123961,37993408.26253626,2022-06-07 10:46:54.639763
0,-152.70804470777512,37994063.838661954,2022-06-07 10:46:56.091346
0,-192.41184744238853,37993387.256550625,2022-06-07 10:46:57.452647
0,-659.7093361243606,37993987.90625414,2022-06-07 10:46:58.668016
0,34.087896429002285,38001863.044464424,2022-06-07 10:46:59.916017
0,735.231638148427,38003395.047604054,2022-06-07 10:47:01.195450
0,360.4148153439164,38000671.815242544,2022-06-07 10:47:02.443629
0,-143.19466487318277,38003788.57378346,2022-06-07 10:47:03.634228
0,-1282.149749405682,38004809.31551475,2022-06-07 10:47:04.944013
0,410.83149968087673,38005457.77977662,2022-06-07 10:47:06.345029
0,-863.99980378896,38005453.96891317,2022-06-07 10:47:07.711874
0,-863.99980378896,38005453.96891317,2022-06-07 10:47:08.907552
0,-232.10076335817575,38005279.493946075,2022-06-07 10:47:10.146960
0,-417.7391411885619,38005223.75854726,2022-06-07 10:47:11.442756
0,-417.7391411885619,38005223.75854726,2022-06-07 10:47:12.737594
0,715.5898340716958,38012200.25023392,2022-06-07 10:47:13.926692
0,-201.69144651293755,38016419.29639532,2022-06-07 10:47:15.273359
0,-1126.17609462142,38014533.776782006,2022-06-07 10:47:16.681357
0,-1534.0961818620563,38012278.80713645,2022-06-07 10:47:18.028096
0,1415.0642029643059,38004824.14748122,2022-06-07 10:47:19.222419
0,-1038.7240051329136,38010864.828789264,2022-06-07 10:47:20.447900
0,-2255.1044254153967,38007890.631243154,2022-06-07 10:47:21.672815
0,-537.5035198032856,38002925.39397835,2022-06-07 10:47:22.950466
0,636.822704307735,38003686.950654104,2022-06-07 10:47:24.206909
0,179.58599141985178,38003570.57182655,2022-06-07 10:47:25.518535
0,-723.0250309556723,38002958.970964745,2022-06-07 10:47:26.994437
0,-71.2463745623827,38001165.57949925,2022-06-07 10:47:28.304455
0,-716.1064837127924,38000953.61550128,2022-06-07 10:47:29.563476
0,548.9909344315529,37989862.65254539,2022-06-07 10:47:30.844416
0,992.5482245236635,37988127.59726493,2022-06-07 10:47:32.152556
0,662.0656472370028,37987733.81258315,2022-06-07 10:47:33.391181
0,975.9846907407045,37986229.572922304,2022-06-07 10:47:34.645024
0,1289.6527154296637,37986782.35835673,2022-06-07 10:47:35.876747
0,1204.2936202958226,37982863.115219116,2022-06-07 10:47:37.226259
0,96.0534875318408,37985198.81425818,2022-06-07 10:47:38.654405
0,-301.0763712450862,37984872.18955075,2022-06-07 10:47:40.044425
0,-1922.6871431991458,37979167.57253164,2022-06-07 10:47:41.519563
0,-271.3342584744096,37978763.18475717,2022-06-07 10:47:43.083471
0,-2666.344169922173,37975951.713127375,2022-06-07 10:47:44.440215
0,-2790.9290481731296,37975940.44032961,2022-06-07 10:47:45.679458
0,-2263.8989836275578,37975570.28252922,2022-06-07 10:47:46.944567
0,673.6707743480802,37966863.26108938,2022-06-07 10:47:48.231495
0,-23.585758946835995,37967834.898314856,2022-06-07 10:47:49.438021
0,-2866.740475602448,37974365.65603853,2022-06-07 10:47:50.727840
0,-3157.6078248396516,37974537.433129504,2022-06-07 10:47:51.997391
0,-1359.818688198924,37972405.835066855,2022-06-07 10:47:53.421475
0,-2158.4294012486935,37971682.62417241,2022-06-07 10:47:54.843851
0,-2484.263971284032,37974130.43241075,2022-06-07 10:47:56.278240
0,-2370.4187857732177,37974035.52480441,2022-06-07 10:47:57.655326
0,-2874.2478049248457,37975355.106024615,2022-06-07 10:47:58.868304
0,1163.446706995368,37960172.896954045,2022-06-07 10:48:00.089121
